song,artist,track_id,duration_s,energy,tempo,mode,time_signature,valence,key
"Hey Look Ma, I Made It",Panic! At The Disco ,22oEJW6r2rMb9z4IntfyEa,169.667,0.833,107.936,1,4,0.58,5
Love Scars,Trippie Redd ,4w552MI4k7dwPHLjI8YOBy,143.969,0.612,119.218,0,4,0.262,9
Trampoline,SHAED ,2ez6qvOTHKeI3ss80NGqnI,184.28,0.459,126.803,0,4,0.498,7
ChunLi,Nicki Minaj ,1e4rwBPVI32vZtTJu7mJ4J,191.6,0.73,128.943,0,5,0.474,6
XXX. FEAT. U2.,Kendrick Lamar ,4iYRa2btalAzPZoSYfROqF,254.2,0.619,170.115,1,4,0.293,1
Labyrinth,Taylor Swift ,0A1JLUlkZkp2EFrosoNQi0,247.962,0.306,110.014,1,4,0.122,0
Lost In Japan,Shawn Mendes ,79esEXlqqmq0GPz0xQSZTV,201.2,0.738,105.027,1,4,0.425,10
monster,21 Savage ,2FUNBaa5DwItJtYEBgAblU,233.04,0.607,134.022,0,4,0.224,9
Trumpets,Jason Derulo ,5KONnBIQ9LqCxyeSPin26k,217.419,0.691,82.142,1,4,0.638,0
Horses,PnB Rock ,5de7ci7TFqbQ1PFgKAD7MR,249.24,0.661,149.906,1,4,0.495,6
Classic,MKTO ,6FE2iI43OZnszFLuLtvvmg,175.427,0.791,102.071,1,4,0.756,1
This Is Me,Keala Settle ,45aBsnKRWUzhwbcqOJLwfe,234.707,0.704,191.702,1,4,0.1,2
Off The Grid,Kanye West ,6LNoArVBBVZzUTUiAX2aKO,339.25,0.64,137.728,1,4,0.63,8
Ball If I Want To,DaBaby ,0cu0rhnlCnJ7JIeHRiLpj3,112.547,0.669,139.949,1,4,0.628,1
Water,Ugly God ,7EoSDrwBPUBeBEORrpvgko,138.936,0.245,140.04,0,4,0.187,0
Higher Love,Kygo ,6oJ6le65B3SEqPwMRNXWjY,228.267,0.678,103.952,1,4,0.404,8
Creeping,Lil Skies ,7ms3VzLTfr7fXNOqA4Mkx9,179.831,0.687,160.085,0,4,0.683,8
PRACTICE,DaBaby ,4Z5FyQlevoHoa5FsIVKZju,122.587,0.536,141.964,1,4,0.308,1
Six Feet Under,The Weeknd ,4mU5iXHeLgbR94siF7p1sY,237.573,0.504,140.035,0,4,0.244,6
4 Da Gang,42 Dugg ,1mAey8kEPmDM2icL56kS9d,156.368,0.561,100.458,1,4,0.691,7
Know Your Worth,Khalid ,0TrPqhAMoaKUFLR7iYDokf,181.436,0.694,103.007,0,4,0.508,9
O Tannenbaum,Vince Guaraldi Trio ,4YhY2qHdBmSX33uj8ms0oq,309.387,0.191,123.303,1,4,0.342,5
Boss Bitch,Doja Cat ,78qd8dvwea0Gosb6Fe6j3k,134.24,0.955,125.989,0,4,0.575,10
Prospect (ft. Lil Baby),iann dior ,4n3aUQnIxtVXpDwFvi66VD,131.213,0.631,80.512,1,4,0.163,9
You Know You Like It,DJ Snake ,57kR5SniQIbsbVoIjjOUDa,247.267,0.725,196.093,0,4,0.247,5
The Motto,Tiësto ,18asYwWugKjjsihZ0YvRxO,164.819,0.763,117.953,0,4,0.464,7
Emotionally Scarred,Lil Baby ,7ge7BHazYbVKi8qyZUX1Bm,197.53,0.641,88.284,0,4,0.266,6
my future,Billie Eilish ,2ygvZOXrIeVL4xZmAWJT2C,208.155,0.309,104.745,1,4,0.0875,8
Don't Call Me Up,Mabel ,5WHTFyqSii0lmT9R21abT8,178.48,0.881,98.994,1,4,0.234,9
The Ringer,Eminem ,2jt2WxXMCD4zjACthkJQVE,337.941,0.551,118.552,1,4,0.42,1
EGIRLS ARE RUINING MY LIFE!,CORPSE ,7v4pPS4A7NgY7bxFA3Etv3,96.0,0.764,100.095,1,4,0.841,7
Already Dead,Juice WRLD ,1hB3M3POeKMLxcEFEvPeqU,231.221,0.495,83.51,1,4,0.128,1
Alright,Kendrick Lamar ,3iVcZ5G6tvkXZkZKlMpIUs,219.333,0.766,110.034,1,4,0.558,7
Train Wreck,James Arthur ,55Am8neGJkdj2ADaM3aw5H,208.827,0.485,77.355,0,4,0.225,6
Sweet Nothing,Taylor Swift ,0wavGRldH0AWyu2zvTz8zb,188.497,0.156,176.655,1,4,0.39,0
All Night,The Vamps ,0dXNQ8dckG4eYfEtq9zcva,197.64,0.804,144.992,1,4,0.507,8
Toxic,BoyWithUke ,3M214U0mwSm041GsQR3nrO,168.067,0.619,179.71,1,4,0.689,11
Soltera  Remix,Lunay ,4t9a07PAghtQMRAIP9FQ7Z,266.087,0.783,92.01,1,4,0.799,5
"Hold On, We're Going Home",Drake ,2aSC2xhRxOLiiZZVjhbylH,227.88,0.414,100.002,0,4,0.287,6
Washing Machine Heart,Mitski ,3jjsRKEsF42ccXf8kWR3nu,128.199,0.822,105.997,1,4,0.567,9
Creepin',Metro Boomin ,2dHHgzDwk4BJdRwy9uXhTO,221.52,0.62,97.95,0,4,0.172,1
What Else Can I Do?,Diane Guerrero ,3XoYqtiWHhsk59frZupImG,179.427,0.709,119.974,1,4,0.54,4
Feeling,Juice WRLD ,2uTrdatngtB000duMrfbiV,201.92,0.515,159.968,0,4,0.563,10
Heartache On The Dance Floor,Jon Pardi ,0w3Q14i073jLoew1hgJkwD,205.2,0.834,116.0,1,4,0.618,9
Wyclef Jean,Young Thug ,55OdqrG8WLmsYyY1jijD9b,236.293,0.576,132.054,0,4,0.832,5
Perplexing Pegasus,Rae Sremmurd ,1ung2kajpw24AaHjBtPY3j,204.787,0.448,145.975,1,4,0.302,1
On BS,Drake ,34tz0eDhGuFErIuW3q4mPX,261.544,0.358,158.014,1,4,0.329,9
Somebody,Natalie La Rose ,7ioiB40H9xKs04QtIso2I3,189.907,0.52,104.99,1,4,0.735,0
Lo Mein,Lil Uzi Vert ,6CUP2khYzdphXebxVTfPE3,195.299,0.676,133.082,1,4,0.509,1
Follow God,Kanye West ,2QpGZOhTCHHiKmpSO9FW4h,104.591,0.9,180.291,1,4,0.434,1
Stunnin',Curtis Waters ,1AZlrB115OgwTVA948JiTI,144.0,0.685,99.954,0,4,0.937,11
Whatever It Takes,Imagine Dragons ,6Qn5zhYkTa37e91HC1D7lb,201.24,0.655,134.945,0,4,0.556,10
Grammys,Drake ,5e574bhjycX1eH2l4Auage,220.427,0.432,145.869,1,4,0.12,1
Same Bitches,Post Malone ,688QpQAwqsLdBR6lr13wK1,212.467,0.774,100.005,0,4,0.219,10
Promises,Calvin Harris ,5N5k9nd479b1xpDZ4usjrg,213.309,0.768,123.07,1,4,0.486,11
Numbers,A Boogie Wit da Hoodie ,733c1CWmIGymoQXdp7Us88,188.563,0.654,133.503,0,4,0.455,11
Ex Calling,6LACK ,1MQ8ydvrTnn2QJgXFATJvD,211.96,0.564,155.976,1,4,0.0588,1
Felices los 4,Maluma ,1RouRzlg8OKFeqc6LvdxmB,230.0,0.756,94.027,1,4,0.716,5
Free Smoke,Drake ,05KOgYg8PGeJyyWBPi5ja8,218.674,0.491,141.979,0,4,0.203,10
P power,Gunna ,0lEjxUUlKqjqXrVlIHFduD,193.347,0.591,119.251,1,4,0.202,1
There for You,Martin Garrix ,6jA8HL9i4QGzsj6fjoxp8Y,221.904,0.644,105.969,0,4,0.13,6
Ayo,Chris Brown ,0k6DnZMLoEUH8NGD5zh2SE,225.227,0.563,98.031,1,4,0.682,6
Kevin’s Heart,J. Cole ,6tZ3b7ik1QDXFAZlXib0YZ,200.31,0.527,116.079,0,4,0.475,6
Pain,PinkPantheress ,4S4QJfBGGrC8jRIjJHf1Ka,98.544,0.617,125.605,1,4,0.81,1
More Than You Know,Axwell /\ Ingrosso ,6h5PAsRni4IRlxWr6uDPTP,203.0,0.741,123.077,0,4,0.571,5
Takin' Shots,Post Malone ,5ffntNJnJOeFv7b7DCd0Bw,216.747,0.621,120.056,1,4,0.593,0
Build a Bitch,Bella Poarch ,7BoobGhD4x5K96Me0hqC8Q,122.773,0.463,102.931,1,4,0.866,3
My Bad,Khalid ,2XKFnwB6djxrJCjR3PdeRb,163.973,0.578,84.963,0,4,0.367,0
Callaita,Bad Bunny ,71wFwRo8xGc4lrcyKwsvba,250.534,0.626,176.086,1,4,0.246,2
APESHIT,The Carters ,0E6PsO3ymCfUh7pJQjBgkj,264.853,0.784,160.035,1,4,0.377,2
Bad Boy,Juice WRLD ,43CIWpJaJHRcI4mUSjqgc2,157.355,0.674,81.535,1,4,0.198,1
Wonderful Christmastime [Edited Version]  Remastered 2011 / Edited Version,Paul McCartney ,1SV1fxF65n9NhRHp3KlBuu,227.653,0.511,94.736,1,4,0.771,11
champagne problems,Taylor Swift ,0sY6ZUTh4yoctD8VIXz339,244.0,0.24,171.319,1,4,0.32,0
Chained To The Rhythm,Katy Perry ,7qvxFz3JodM0A7xEM7k3YD,237.733,0.8,95.029,1,4,0.471,0
My Shit,A Boogie Wit da Hoodie ,5uQOauh47VFt3B2kV9kRXw,128.157,0.621,77.998,1,4,0.847,5
Cool Girl,Tove Lo ,3tJ4y2Zqx6gM9xOAuFfsSF,199.179,0.694,101.993,0,4,0.203,9
Gassed Up,Nebu Kiniza ,6JjEVlMkfHWMeYavkEYzNO,193.911,0.568,148.88,0,3,0.45,5
Juicy,Doja Cat ,7f5trao56t7sB7f14QDTmp,203.093,0.652,170.024,1,4,0.484,0
Lonely Together,Avicii ,75NhhYjHO43mvZgYtnXgti,181.812,0.666,102.977,1,4,0.272,5
Sticky,Drake ,4rmVZajAF7PkrCagGPHbqa,243.228,0.495,137.027,1,4,0.0774,6
Like That,Doja Cat ,4EivmOT13NMpNSfTKn9p4s,163.173,0.498,106.044,0,4,0.405,4
Don't Come Out The House,Metro Boomin ,2Grb4G6t9VIqo6moKUloom,168.347,0.35,74.963,1,4,0.175,1
hope ur ok,Olivia Rodrigo ,1zejeOnykpCoyVSit6Bwp3,209.56,0.298,77.253,1,4,0.172,0
Fight Song,Rachel Platten ,37f4ITSlgPX81ad2EvmVQr,204.013,0.714,175.924,1,4,0.33,7
Motivation,Normani ,0rIAC4PXANcKmitJfoqmVm,193.837,0.887,170.918,1,4,0.881,4
Adventure of a Lifetime,Coldplay ,69uxyAqqPIsUyTO8txoP2M,263.787,0.924,111.995,1,4,0.53,7
Fancy,Iggy Azalea ,3oiMJQAWVaxSubJ7b2VUtX,199.938,0.716,94.981,0,4,0.377,10
Look Alive,Rae Sremmurd ,2IGr3q6ljcpLvHDFLtI0yW,228.0,0.583,120.024,1,4,0.229,0
TATI,6ix9ine ,0CFJoopJPNMEC7Itmp64Yb,154.565,0.759,91.967,1,4,0.505,1
All I Want,Olivia Rodrigo ,4Yxc55NX3tAXC2mHRAhtcW,177.323,0.43,77.599,0,3,0.129,0
Marie  Alarm,Anne,765KfyXAl4G19nY7NHDBAN,205.593,0.589,146.926,1,4,0.811,0
Took Her To The O,King Von ,7fEoXCZTZFosUFvFQg1BmW,196.18,0.592,159.98,1,4,0.4,1
STAYING ALIVE,DJ Khaled ,0g2Bbgy7P41pFjMWJuzsf4,178.176,0.461,129.953,0,4,0.181,4
Ramen & OJ,Joyner Lucas ,4TIqzdAssasqx3DAe6cG9J,218.448,0.571,106.196,0,3,0.165,1
Used to This,Future ,78sr3ogs4UzITcCNbXM9cM,180.52,0.727,164.992,0,4,0.401,3
With You,Drake ,3aJkV6DUTSCqOwVwaBDG9B,195.053,0.406,128.014,1,4,0.784,1
Master Of Puppets,Metallica ,54bm2e3tk8cliUz3VSdCPZ,515.387,0.828,105.25,0,4,0.562,4
Spicy,Ty Dolla $ign ,5IUtvfNvOyVYZUa6AJFrnP,143.375,0.51,99.993,0,4,0.118,4
Have Yourself A Merry Little Christmas,Judy Garland ,030mot3ZKR3oskfMsqDB2R,162.333,0.184,180.887,1,3,0.107,6
Pt. 2,Kanye West ,1Wsbr1d2BouNGk2q92mIj7,130.293,0.752,145.076,1,4,0.236,11
Lips Are Movin,Meghan Trainor ,6gj08XDlv9Duc2fPOxUmVD,182.667,0.825,139.091,1,4,0.95,7
After Dark,Mr.Kitty ,2LKOHdMsL0K9KwcPRlJK2v,259.147,0.595,140.037,1,4,0.039,8
LIKE I WOULD,ZAYN ,1zWMf9bVyhY5W3ZORbjNWt,192.133,0.832,112.827,0,4,0.233,10
THat Part,ScHoolboy Q ,2yJ9GVCLMmzBBfQAnfzlwr,313.573,0.535,112.96,0,4,0.336,6
Teenage Fever,Drake ,6n3HGiq4v35D6eFOSwqYuo,219.692,0.283,97.04,0,4,0.144,8
Everlong,Foo Fighters ,5UWwZ5lm5PKu6eKsHAGxOk,250.547,0.881,158.066,0,4,0.364,11
Sidewalks,The Weeknd ,4h90qkbnW1Qq6pBhoPvwko,231.36,0.72,149.828,0,4,0.623,1
Devastated,Joey Bada$$ ,4PnNzWe1LJoAMD5j5RHpI0,207.059,0.628,123.004,0,4,0.485,10
Fast,Juice WRLD ,5WQrDB34o6M8V0jxNiX6RU,208.518,0.607,84.982,0,4,0.263,1
Sharing Locations,Meek Mill ,3J4VKkUpLvomXJbn9ZAypO,161.053,0.63,151.951,1,4,0.183,1
Hayloft,Mother Mother ,2kS6td1yvmpNgZTt1q5pQq,181.68,0.922,95.975,0,4,0.49,9
bad idea,Ariana Grande ,5Il6Oe7lr5XM7A0cWbVQtr,267.107,0.579,137.998,1,4,0.569,1
Blastoff,Internet Money ,2EL58P9iKGM5L2sO203i5y,174.73,0.517,147.912,1,4,0.46,5
Drankin N Smokin,Future ,4lUmnwRybYH7mMzf16xB0y,257.428,0.65,133.997,1,4,0.188,9
Volví,Aventura ,2vmfvSoZBFAt9hhRoEByLi,230.125,0.86,175.896,1,4,0.791,1
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran ,1bhUWB0zJMIKr9yVPrkEuI,259.55,0.299,94.992,1,3,0.356,8
3 Headed Goat,Lil Durk ,6Tguhaf2uAe6OjRLsR2Tql,169.532,0.48,143.029,0,4,0.419,8
Cool for the Summer,Demi Lovato ,3uwnnTQcHM1rDqSfA4gQNz,214.74,0.61,114.06,0,4,0.336,5
Post Malone,Sam Feldt ,0qc4QlcCxVTGyShurEv1UU,174.444,0.642,107.356,1,4,0.651,7
All The Way Up,Fat Joe ,7Ezwtgfw7khBrpvaNPtMoT,191.901,0.807,175.158,0,4,0.409,10
Drew Barrymore,Bryce Vine ,7nvIPwXKGhqtRhssxM99kJ,191.147,0.574,151.985,0,4,0.261,11
Otro Atardecer,Bad Bunny ,0E0DRHf5PfMeor0ZCwB3oT,244.444,0.595,108.02,1,4,0.546,2
Outside,Calvin Harris ,7MmG8p0F9N3C4AXdK6o6Eb,227.267,0.823,128.035,0,4,0.418,2
STOOPID,6ix9ine ,52OczisW5YSWIAJiygxs1M,152.0,0.628,150.053,1,4,0.84,11
Firestone,Kygo ,1I8tHoNBFTuoJAlh4hfVVE,271.64,0.634,113.927,0,4,0.411,11
Happy Xmas (War Is Over)  Remastered,John Lennon ,27RYrbL6S02LNVhDWVl38b,214.333,0.64,146.172,1,3,0.414,2
PRIDE.,Kendrick Lamar ,6IZvVAP7VPPnsGX6bvgkqg,275.253,0.535,138.842,0,4,0.37,4
Dead Man Walking,Brent Faiyaz ,2c2tlXfEmLgUNvxngIi1qL,247.08,0.272,143.984,0,4,0.435,9
By Your Side,Rod Wave ,5gUiTylvifZnUrynE4FFPu,194.051,0.508,157.975,1,4,0.405,8
This Christmas,Donny Hathaway ,38xhBO2AKrJnjdjVnhJES6,231.173,0.645,93.047,1,4,0.677,5
I Got You,Bebe Rexha ,2jB9QaPJyVdz2Q0Va8rrnU,191.787,0.887,97.972,0,4,0.349,9
Run Up,Major Lazer ,18QJNZm773Y2HjONVToQ4g,203.18,0.743,108.004,0,4,0.675,1
That's A Rack,Lil Uzi Vert ,4pCEIQ6wBVuaJdER5bALtO,236.571,0.432,140.042,0,4,0.258,1
Without Me,Eminem ,2YaiY5Cr8IFv0X0YRZDNzV,290.12,0.644,112.252,1,4,0.665,7
Dah Dah DahDah,Nardo Wick ,2TSfStvlAMLw89u3tali79,151.776,0.373,167.912,1,4,0.35,11
Eazy  1942,G,794QVQtFNy7hvtjQP1keQd,213.08,0.646,162.898,0,4,0.835,4
Bed,Nicki Minaj ,3L4GsGLgxpHieVQH86H8bv,189.533,0.73,90.013,1,4,0.452,7
Blem,Drake ,2XlHu0HcujBCkWMdIAvrqt,216.558,0.535,98.067,0,4,0.375,7
Baby Pluto,Lil Uzi Vert ,7hav1MHURQf5SAoPk0egqh,210.261,0.634,160.052,0,4,0.671,10
Chicken Fried,Zac Brown Band ,0LQtEJt7x0s6knb6RKdRYc,238.147,0.713,169.861,1,4,0.805,6
Sunset Lover,Petit Biscuit ,3WRQUvzRvBDr4AxMWhXc5E,238.907,0.525,90.853,1,4,0.251,6
Un Coco,Bad Bunny ,6VrQTLzzuyGIYjUDe4kAZk,196.413,0.69,151.991,1,4,0.744,11
Hear Me Calling,Juice WRLD ,2MFFrpPKrGnyJuVjcfdm4w,189.977,0.687,88.933,0,4,0.499,7
Project Dreams,Marshmello ,6GSkLS2y4ZnnZsuRAj975K,167.898,0.828,160.113,1,4,0.786,8
This Girl  Kungs Vs. Cookin' On 3 Burners,Kungs ,1A8j067qyiNwQnZT0bzUpZ,195.547,0.717,121.985,0,4,0.466,0
Blood On My Jeans,Juice WRLD ,0fCwrjKfWxF3xQhZrYUw4T,154.767,0.55,117.943,1,4,0.464,6
Glad You Exist,Dan + Shay ,3oV2RVOmwdWdf9BmGS4Oad,144.76,0.499,103.96,1,4,0.692,11
do re mi,blackbear ,6Se3x9ANMLv0dCDsjGmEjh,212.027,0.593,111.001,1,3,0.17,8
Working For It  Bonus Track,ZHU ,2HJQcyUpmUuvzS5vBAICIc,231.813,0.715,99.951,0,4,0.502,5
Rags2Riches 2,Rod Wave ,40TPiJpvwGIyvPjJMDTKfy,235.988,0.443,118.004,0,4,0.298,5
Pills & Automobiles,Chris Brown ,2bkyTJ4bAnc8a5ly3dg9DX,268.0,0.604,169.658,1,4,0.168,2
Planez,Jeremih ,08zJpaUQVi9FrKv2e32Bah,240.32,0.556,129.336,1,4,0.416,6
Party In The U.S.A.,Miley Cyrus ,5Q0Nhxo0l2bP3pNjpGJwV1,202.067,0.698,96.021,0,4,0.47,10
Costa Rica,Dreamville ,5WnfnSpuNEGXyEt78PBA6d,217.867,0.647,120.749,0,4,0.664,7
Rise,Jonas Blue ,5ZSl6gDoV6bPPxzmLeneV9,194.408,0.785,106.046,1,4,0.655,1
Problem,Ariana Grande ,7vS3Y0IKjde7Xg85LWIEdP,193.92,0.805,103.008,0,4,0.625,1
RITMO (Bad Boys For Life),Black Eyed Peas ,6cy3ki60hLwimwIje7tALf,221.714,0.716,104.994,0,4,0.667,10
Green Light,Lorde ,6ie2Bw3xLj2JcGowOlcMhb,234.653,0.721,128.942,1,4,0.253,2
Tap In,Saweetie ,4Hpib09wXgD84w4uwTPnYD,139.413,0.696,100.036,0,4,0.432,10
Masterpiece,DaBaby ,26UxwWl9xCb83OynXELJcL,181.714,0.726,139.988,1,4,0.436,0
World's Smallest Violin,AJR ,2GujK1FWxxOZ118PaWNgbZ,180.743,0.696,115.962,1,4,0.684,5
God's Country,Blake Shelton ,4TCeFZNjGNQIpCuZmJkkE2,204.8,0.754,139.988,1,4,0.212,10
Hot N*gga,Bobby Shmurda ,19gEmPjfqSZT0ulDRfjl0m,194.561,0.51,167.879,1,4,0.18,9
Jingle Bells  Remastered 1999,Frank Sinatra ,4HEOgBHRCExyYVeTyrXsnL,120.693,0.339,174.609,1,4,0.951,8
Solo Dance,Martin Jensen ,3R6dPfF2yBO8mHySW1XDAa,174.933,0.846,114.955,1,4,0.403,9
Running Out,Matoma ,2H8LPaY3NSjmOFMH2Rygnz,211.2,0.682,94.999,1,4,0.17,10
Mama,Jonas Blue ,7jEyX4bqaCSdMN4D4JNnVj,184.134,0.794,104.014,0,4,0.566,11
ATM,J. Cole ,2UciqgwVDwro0fev3MFbxJ,216.727,0.498,81.817,1,4,0.351,8
Kacey Talk,YoungBoy Never Broke Again ,1SF8piqsZWn86DajVKih8F,151.249,0.607,127.055,0,4,0.773,10
Your Power,Billie Eilish ,042Sl6Mn83JHyLEqdK7uI0,245.897,0.284,129.642,0,4,0.208,9
Good Drank,2 Chainz ,39pS70eeDvyCAF3t8NAlVV,222.707,0.776,130.033,0,4,0.37,4
"Sex, Drugs, Etc.",Beach Weather ,7MlDNspYwfqnHxORufupwq,196.784,0.842,143.975,0,4,0.47,4
Andrea,Bad Bunny ,44XjoNvtwevktFKjvVe1vH,339.612,0.616,103.071,0,4,0.451,1
Little Freak,Harry Styles ,3i058E8uxTsYqJ5NWZzqSj,202.183,0.535,141.96,1,4,0.402,3
Latch,Disclosure ,1DunhgeZSEgWiIYbHqXl0c,255.867,0.735,121.986,1,4,0.544,1
Infinity,Jaymes Young ,1SOClUWhOi8vHZYMz3GluK,237.72,0.673,121.963,0,4,0.494,11
Spin Bout U,Drake ,2ZL7WZcjuYKi1KUDtp4kCC,214.589,0.701,129.963,1,4,0.203,7
Summer,Calvin Harris ,6YUTL4dYpB9xZO5qExPf05,222.533,0.856,127.949,0,4,0.743,4
End Game,Taylor Swift ,2x0WlnmfG39ZuDmstl9xfX,244.827,0.589,159.073,1,4,0.151,2
Just Hold On,Steve Aoki ,3EmmCZoqpWOTY1g2GBwJoR,198.774,0.932,114.991,1,4,0.374,11
No Friends In The Industry,Drake ,2tUL6dZf1mywCj5WvCPZw6,204.347,0.744,83.737,1,4,0.171,1
Do You Hear What I Hear?,Bing Crosby ,5aDoUmxBsbdpS16alksb5Z,165.667,0.246,101.529,1,4,0.412,10
Physical,Dua Lipa ,3AzjcOeAmA57TIOr9zF1ZW,193.829,0.844,146.967,1,4,0.746,0
Leave The Night On,Sam Hunt ,3wx2kQWPn9p5UppQbNhPAk,192.16,0.951,171.96,1,4,0.838,9
Heatin Up,Lil Baby ,7KSSdFCBHCfq4KPzz78ghk,177.314,0.436,129.847,1,4,0.341,1
bloodline,Ariana Grande ,2hloaUoRonYssMuqLCBLTX,216.893,0.665,151.976,0,4,0.643,2
SWISH,Tyga ,55GiOwtxNajXVbpjjIzMnD,194.936,0.541,105.009,1,4,0.274,11
This Town,Niall Horan ,0qvzXomUDJVaUboy2wMfiS,232.852,0.401,111.825,1,4,0.195,9
Bigger Than You,2 Chainz ,5S1IUPueD0xE0vj4zU3nSf,225.893,0.515,141.009,1,4,0.264,1
The Fix,Nelly ,33QRsLBBdWDYgCZfWEZqR6,173.045,0.479,95.505,1,4,0.0873,8
Emotionless,Drake ,5Psnhdkyanjpgc2P8A5TSM,302.173,0.677,172.521,1,4,0.0853,1
Made You Look,Meghan Trainor ,0QHEIqNKsMoOY5urbzN48u,134.256,0.525,144.981,1,4,0.884,10
Unsteady,X Ambassadors ,7lGKEWMXVWWTt3X71Bv44I,193.547,0.665,117.055,1,4,0.199,0
FIND MY WAY,DaBaby ,1gVCEnryJhkdQcuC0Kbvor,139.89,0.624,103.0,0,4,0.7,4
Body Say,Demi Lovato ,7xrA11O07xo57Bbg6p4hck,193.893,0.74,86.983,0,4,0.257,5
Counting Stars,OneRepublic ,2tpWsVSb9UEmDRxAl1zhX1,257.267,0.705,122.016,0,4,0.477,1
King Kunta,Kendrick Lamar ,0N3W5peJUQtI4eyR6GJT5O,234.693,0.657,107.059,0,4,0.489,6
Paramedic!,SOB X RBE ,2tPcTFiQF9MbVUyjZ3zDhA,219.307,0.652,97.017,1,4,0.471,1
Why You Always Hatin?,YG ,4ezAjoV01phDz1SqO6SzEU,196.587,0.355,92.988,0,4,0.383,0
If It Ain't Love,Jason Derulo ,5YHR8wBR5jXfGtP766NiAT,203.105,0.843,128.63,0,4,0.778,10
Play Date,Melanie Martinez ,4DpNNXFMMxQEKl7r0ykkWA,179.867,0.729,123.97,1,4,0.446,5
Patty Cake,Kodak Black ,0bXFIF7iL17TYLyx8JHziM,198.11,0.77,152.094,0,4,0.406,1
Tuesday,ILOVEMAKONNEN ,35rSpXB5bk9ega9jsjcRts,321.987,0.664,140.161,1,4,0.472,0
Eazy  Calm Down,G,7xq3uN2toVZ8IbNzfTucyJ,127.427,0.624,102.346,1,4,0.409,11
Hollow,Tori Kelly ,160hN2OsDXnmgExwtG7cvD,210.606,0.656,126.044,0,4,0.454,2
The Cure,Lady Gaga ,34oB5r0lcN3fYWCs2uA1k5,211.364,0.506,100.002,1,4,0.516,8
Fresh Eyes,Andy Grammer ,7gm2omqXDTaT4sS17hSu8T,198.001,0.56,122.056,1,4,0.873,0
Yikes,Kanye West ,1qsHYUd2c1wFGcn7e63QmG,188.773,0.776,173.996,0,4,0.223,1
Mary On A Cross,Ghost ,2HZLXBOnaSRhXStMLrq9fD,244.804,0.9,130.02,1,4,0.561,11
Dua Lipa,Jack Harlow ,0LnS7aOdOdI1dNKZqdOLz4,135.053,0.652,158.022,1,4,0.405,11
3 Nights,Dominic Fike ,0uI7yAKUf52Cn7y3sYyjiX,177.667,0.518,151.891,0,4,0.877,7
Head & Heart,Joel Corry ,748yv6bb3l3CcKS45a6SZ8,256.147,0.839,95.159,0,4,0.653,4
Tip Toe,Roddy Ricch ,6ztvsy3C6hPjVg9j4x1XKJ,185.806,0.673,92.958,1,3,0.574,1
Lost in the Fire,Gesaffelstein ,2vXKRlJBXyOcvZYTdNeckS,202.093,0.671,100.966,1,4,0.166,2
YAH.,Kendrick Lamar ,4BHSjbYylfOH5WAGusDyni,160.293,0.7,69.986,1,4,0.648,1
Feeling Myself,Nicki Minaj ,5fyIGoaaKelzdyW8ELhYJZ,237.84,0.703,139.045,1,4,0.477,2
Winter Wonderland,Bing Crosby ,2IuUMx3uxxJAHcH41aYtn0,144.253,0.23,126.655,1,4,0.537,10
Turks,NAV ,7IMwEtpAiJanqF6vQteZN2,161.32,0.618,119.1,0,4,0.379,7
"Baby, It's Cold Outside",Brett Eldredge ,5Q2P43CJra0uRAogjHyJDK,173.56,0.572,113.998,1,4,0.684,1
"Would've, Could've, Should've",Taylor Swift ,0aV5uARAknQgYhBaK944FP,260.362,0.84,157.979,1,4,0.55,7
6 Kiss,Trippie Redd ,0Y3OJ2TBul2Xn1w8o2WXAy,199.437,0.444,142.063,1,4,0.222,2
Bad Man (Smooth Criminal),Polo G ,62l3NSQPUxvcwwzKUmysrE,106.0,0.662,120.034,1,4,0.57,0
Big Gangsta,Kevin Gates ,03ERnTvSV5fy8WAyvA4uNP,243.463,0.574,144.911,0,4,0.346,10
TV,Billie Eilish ,3GYlZ7tbxLOxe6ewMNVTkw,281.381,0.236,140.214,0,4,0.119,4
Some Way,NAV ,7zxRMhXxJMQCeDDg0rKAVo,179.773,0.715,154.962,1,4,0.34,0
BILLIE EILISH.,Armani White ,27ZZdyTSQWI7Cug2d2PkqV,99.283,0.509,100.007,1,4,0.765,1
No Option,Post Malone ,6M0IsaUX4GNyto4niSegfI,179.827,0.734,83.986,1,4,0.494,2
Slime Belief,YoungBoy Never Broke Again ,2qGfZAgDe1pV2y5xJAhi6R,192.606,0.578,140.016,1,4,0.166,9
Numb,Marshmello ,10xV5l9nhLvFpR8mqzs0bL,155.589,0.774,119.966,0,4,0.632,0
GANG GANG,Polo G ,0ezwvY7TkCwDEkKR49084k,178.776,0.563,145.05,0,4,0.551,3
Shake It Up,Trippie Redd ,2bTRpIxPniQmrSgwmtF1b2,116.681,0.6,156.073,0,4,0.389,10
His & Hers,Internet Money ,7heT8oGUnfvpRaXUFwHvCF,279.867,0.978,178.073,1,4,0.555,6
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin ,0vjeOZ3Ft5jvAi9SBFJm1j,182.667,0.606,116.622,0,4,0.492,5
Hawái,Maluma ,1yoMvmasuxZfqHEipJhRbp,199.112,0.727,180.067,0,4,0.558,6
