song,artist,track_id,duration_s,energy,tempo,mode,time_signature,valence,key,Energy Levels,Key Signature,Emotional Rating,Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
Gyalchester,Drake ,6UjfByV1lDLW0SOVQA4NAi,189.23,0.391,131.018,1,4,0.122,1,low-medium energy,C#/Db,highly emotionally negative,604.0,Drake ,Gyalchester,215.0,12.0,3.0,(x1),1938036.0,87719286.0
Callaita,Bad Bunny ,71wFwRo8xGc4lrcyKwsvba,250.534,0.626,176.086,1,4,0.246,2,high-medium energy,D,highly emotionally negative,605.0,Bad Bunny ,Callaita,255.0,0.0,37.0,0,491084.0,87611768.0
Callaita,Bad Bunny ,71wFwRo8xGc4lrcyKwsvba,250.534,0.626,176.086,1,4,0.246,2,high-medium energy,D,highly emotionally negative,1263.0,Bad Bunny ,Callaita,133.0,0.0,32.0,0,925036.0,38763386.0
IDGAF,Dua Lipa ,76cy1WJvNGJTj78UqeA5zr,217.947,0.544,97.028,1,4,0.51,7,high-medium energy,G,emotionally positive,606.0,Dua Lipa ,IDGAF,227.0,0.0,20.0,0,686770.0,87357163.0
Lush Life,Zara Larsson ,1rIKgCH4H52lrvDcz50hS8,201.122,0.712,98.023,0,4,0.799,7,high-medium energy,G,highly emotionally positive,607.0,Zara Larsson ,Lush Life,322.0,0.0,24.0,0,421892.0,87351222.0
Work Out,J. Cole ,2wAJTrFhCnQyNSD3oUgTZO,235.32,0.427,93.004,1,4,0.216,2,low-medium energy,D,highly emotionally negative,608.0,J. Cole ,Work Out,346.0,0.0,96.0,0,323602.0,86907626.0
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan ,4T0ScSPdQKmGvruK7pavNP,176.744,0.607,81.997,1,4,0.891,2,high-medium energy,D,highly emotionally positive,609.0,Rich Homie Quan ,"Flex (Ooh, Ooh, Ooh)",441.0,0.0,11.0,0,423842.0,86829715.0
Boyfriend,Dove Cameron ,59CfNbkERJ3NoTXDvoURjj,153.0,0.612,179.773,0,3,0.232,7,high-medium energy,G,highly emotionally negative,610.0,Dove Cameron ,Boyfriend,236.0,2.0,10.0,0,610722.0,86719217.0
Eazy  Him & I,G,5k38wzpLb15YgncyWdTZE4,268.867,0.731,87.908,1,4,0.191,2,high-medium energy,D,highly emotionally negative,611.0,G,Eazy  Him & I,156.0,42.0,3.0,(x2),1038353.0,86593035.0
Don't Wanna Know,Maroon 5 ,1nueTG77MzNkJTKQ0ZdGzT,214.265,0.61,100.047,1,4,0.418,7,high-medium energy,G,emotionally negative,612.0,Maroon 5 ,Don't Wanna Know,188.0,31.0,6.0,0,761274.0,86541563.0
Jackie Chan,Tiësto ,4kWO6O1BUXcZmaxitpVUwp,215.76,0.834,128.005,0,4,0.687,3,high-energy,D#/Eb,emotionally positive,613.0,Tiësto ,Jackie Chan,198.0,0.0,18.0,0,880754.0,86521189.0
Don't Mind,Kent Jones ,27PmvZoffODNFW2p7ehZTQ,198.237,0.771,158.777,1,4,0.69,8,high-energy,G#/Ab,emotionally positive,614.0,Kent Jones ,Don't Mind,197.0,44.0,7.0,0,880527.0,86485934.0
Castle on the Hill,Ed Sheeran ,6PCUP3dWmTjcTtXY02oFdT,261.154,0.834,135.007,1,4,0.471,2,high-energy,D,emotionally negative,615.0,Ed Sheeran ,Castle on the Hill,236.0,14.0,2.0,(x1),1464736.0,86482770.0
Supalonely,BENEE ,4nK5YrxbMGZstTLbvj6Gxw,223.48,0.631,128.977,1,4,0.817,7,high-medium energy,G,highly emotionally positive,616.0,BENEE ,Supalonely,176.0,0.0,18.0,0,690878.0,86449441.0
Rock and A Hard Place,Bailey Zimmerman ,1TE8AAk9koG0UJco6ZAUfx,207.541,0.568,121.991,1,3,0.394,1,high-medium energy,C#/Db,emotionally negative,617.0,Bailey Zimmerman ,Rock and A Hard Place,201.0,0.0,22.0,0,651464.0,86200828.0
Know Yourself,Drake ,5InOp6q2vvx0fShv3bzFLZ,275.84,0.412,114.408,0,4,0.179,11,low-medium energy,B,highly emotionally negative,618.0,Drake ,Know Yourself,419.0,21.0,5.0,0,559563.0,85852793.0
No Stylist,French Montana ,04MLEeAMuV9IlHEsD8vF6A,192.172,0.704,147.055,0,4,0.498,5,high-medium energy,F,emotionally negative,619.0,French Montana ,No Stylist,201.0,0.0,14.0,0,937243.0,85747254.0
I Hate U,SZA ,2aJnyNu4PQxQ2lyj5boiMG,173.907,0.417,106.534,0,5,0.376,7,low-medium energy,G,emotionally negative,620.0,SZA ,I Hate U,175.0,13.0,1.0,(x6),1615102.0,85718549.0
One Kiss,Calvin Harris ,7ef4DlsgrMEH11cDZd32M6,214.847,0.862,123.994,0,4,0.592,9,high-energy,A,emotionally positive,621.0,Calvin Harris ,One Kiss,176.0,0.0,17.0,0,816807.0,85666961.0
Where Ya At,Future ,5nN8BwAQDJDguq7Dpd3JQQ,208.027,0.453,161.997,1,4,0.191,1,low-medium energy,C#/Db,highly emotionally negative,622.0,Future ,Where Ya At,447.0,0.0,24.0,0,305171.0,85639079.0
Send My Love (To Your New Lover),Adele ,0t7fVeEJxO2Xi4H2K5Svc9,223.079,0.533,164.069,0,4,0.567,6,high-medium energy,F#/Gb,emotionally positive,623.0,Adele ,Send My Love (To Your New Lover),267.0,0.0,13.0,0,621087.0,85569483.0
Me and Your Mama,Childish Gambino ,4AFsRbaLKRWo3dDtjDFA2V,379.227,0.442,118.073,1,3,0.242,5,low-medium energy,F,highly emotionally negative,624.0,Childish Gambino ,Me and Your Mama,271.0,0.0,14.0,0,692793.0,85544703.0
SUGAR,BROCKHAMPTON ,6U0FIYXCQ3TGrk4tFpLrEA,204.533,0.538,122.973,1,4,0.516,1,high-medium energy,C#/Db,emotionally positive,625.0,BROCKHAMPTON ,SUGAR,224.0,0.0,21.0,0,768037.0,85393131.0
My Oh My,Camila Cabello ,3yOlyBJuViE2YSGn3nVE1K,170.746,0.491,105.046,1,4,0.383,8,low-medium energy,G#/Ab,emotionally negative,626.0,Camila Cabello ,My Oh My,171.0,1.0,10.0,0,905694.0,85344666.0
Famous,Kanye West ,19a3JfW8BQwqHWUMbcqSx8,196.04,0.735,173.935,1,4,0.409,6,high-medium energy,F#/Gb,emotionally negative,627.0,Kanye West ,Famous,322.0,11.0,2.0,(x1),972754.0,85209688.0
Call On Me  Ryan Riback Extended Remix,Starley ,2L6orAlH8tBhiFTumIfMyF,222.041,0.838,104.998,1,4,0.717,0,high-energy,C,emotionally positive,628.0,Starley ,Call On Me  Ryan Riback Extended Remix,227.0,0.0,21.0,0,530287.0,85119903.0
i'm so tired...,Lauv ,7LpMG3AEaIJgs62HQhAa91,162.587,0.735,101.252,1,4,0.498,11,high-medium energy,B,emotionally negative,629.0,Lauv ,i'm so tired...,205.0,0.0,22.0,0,751627.0,84670678.0
Close To Me,Ellie Goulding ,2GjMaJ7DacMIkgoe8oMXGg,182.627,0.75,144.081,0,4,0.475,1,high-energy,C#/Db,emotionally negative,630.0,Ellie Goulding ,Close To Me,242.0,0.0,30.0,0,661749.0,84655009.0
BAD!,XXXTENTACION ,22An65gG31JLf9n18qjdhZ,94.246,0.492,143.983,0,4,0.374,5,low-medium energy,F,emotionally negative,631.0,XXXTENTACION ,BAD!,147.0,26.0,2.0,(x2),2102844.0,84596862.0
Wanted You,NAV ,1Faq8G2y56A8fRv7HsLq25,228.387,0.731,146.93,0,4,0.623,9,high-medium energy,A,emotionally positive,632.0,NAV ,Wanted You,236.0,0.0,23.0,0,619512.0,84451429.0
Make No Sense,YoungBoy Never Broke Again ,6klLvorLoo1sxvZcjJIY8I,148.63,0.733,154.904,0,4,0.962,10,high-medium energy,A#/Bb,highly emotionally positive,633.0,YoungBoy Never Broke Again ,Make No Sense,228.0,0.0,25.0,0,613453.0,84397980.0
PRBLMS,6LACK ,4AtZRwSR8BOTTQg5ihSggt,246.773,0.58,68.58,1,5,0.139,9,high-medium energy,A,highly emotionally negative,634.0,6LACK ,PRBLMS,389.0,0.0,93.0,0,268283.0,84279473.0
Smile,Juice WRLD ,6wQlQrTY5mVS8EGaFZVwVF,196.18,0.685,158.831,0,4,0.306,6,high-medium energy,F#/Gb,emotionally negative,635.0,Juice WRLD ,Smile,196.0,21.0,2.0,(x4),1962238.0,84269938.0
Bang!,AJR ,4SQLQfcR0vhyIN4uPBlc0d,170.858,0.517,139.917,0,4,0.698,1,high-medium energy,C#/Db,emotionally positive,636.0,AJR ,Bang!,298.0,0.0,36.0,0,464797.0,84042339.0
Feels,Calvin Harris ,5bcTCxgc7xVfSaMV3RuVke,223.413,0.745,101.018,0,4,0.872,11,high-medium energy,B,highly emotionally positive,637.0,Calvin Harris ,Feels,153.0,10.0,9.0,0,892294.0,83941364.0
ELEMENT.,Kendrick Lamar ,1EaKU4dMbesXXd3BrLCtYG,208.733,0.705,189.891,0,4,0.483,4,high-medium energy,E,emotionally negative,638.0,Kendrick Lamar ,ELEMENT.,188.0,15.0,3.0,(x7),2793051.0,83917996.0
Pure Cocaine,Lil Baby ,577YBGuskWkVDCxZrLRB4v,154.024,0.487,127.05,0,4,0.107,10,low-medium energy,A#/Bb,highly emotionally negative,639.0,Lil Baby ,Pure Cocaine,247.0,0.0,21.0,0,846291.0,83580799.0
Mercy,Shawn Mendes ,0AS63m1wHv9n4VVRizK6Hc,208.733,0.662,148.128,0,4,0.356,11,high-medium energy,B,emotionally negative,640.0,Shawn Mendes ,Mercy,259.0,0.0,23.0,0,512743.0,83334888.0
beibs in the trap,Travis Scott ,0ESJlaM8CE1jRWaNtwSNj8,213.863,0.571,119.054,0,4,0.495,7,high-medium energy,G,emotionally negative,641.0,Travis Scott ,beibs in the trap,375.0,0.0,95.0,0,275790.0,83265953.0
Dangerous Woman,Ariana Grande ,6RUhbFEhrvGISaQ8u2j2JN,235.947,0.602,134.049,0,3,0.289,4,high-medium energy,E,emotionally negative,642.0,Ariana Grande ,Dangerous Woman,241.0,8.0,7.0,0,700593.0,83265541.0
Lavender Haze,Taylor Swift ,5jQI2r1RdgtuT8S3iG8zFC,202.396,0.436,96.985,1,4,0.0976,10,low-medium energy,A#/Bb,highly emotionally negative,643.0,Taylor Swift ,Lavender Haze,68.0,31.0,2.0,(x14),7644139.0,83226296.0
Go Loko,YG ,1kK6DwzyXJSp58u5HYWwuD,299.227,0.67,101.008,1,4,0.131,2,high-medium energy,D,highly emotionally negative,644.0,YG ,Go Loko,182.0,0.0,14.0,0,794733.0,82520209.0
Say It,Flume ,5aOpzm8W8zysk4asB9hxJw,262.521,0.532,74.963,0,4,0.261,3,high-medium energy,D#/Eb,emotionally negative,645.0,Flume ,Say It,269.0,0.0,22.0,0,510552.0,82337429.0
Bang Bang,Jessie J ,0puf9yIluy9W0vpMEUoAnN,199.387,0.786,150.028,0,4,0.751,0,high-energy,C,highly emotionally positive,646.0,Jessie J ,Bang Bang,461.0,77.0,2.0,(x1),396038.0,82251994.0
Smokin Out The Window,Bruno Mars ,3xVZYkcuWalGudeKl861wb,197.443,0.618,82.03,1,4,0.848,2,high-medium energy,D,highly emotionally positive,647.0,Bruno Mars ,Smokin Out The Window,167.0,25.0,1.0,(x3),1963589.0,82228168.0
Hands To Myself,Selena Gomez ,1LoriJC05IrHIDwj3q0KC1,200.68,0.499,111.016,0,4,0.466,5,low-medium energy,F,emotionally negative,648.0,Selena Gomez ,Hands To Myself,260.0,32.0,6.0,0,669841.0,82204948.0
Big Energy,Latto ,6Zu3aw7FfjAF9WA0fA81Oq,173.182,0.807,106.017,0,4,0.813,11,high-energy,B,highly emotionally positive,649.0,Latto ,Big Energy,263.0,0.0,38.0,0,412594.0,82202983.0
Big Energy,Latto ,6Zu3aw7FfjAF9WA0fA81Oq,173.182,0.807,106.017,0,4,0.813,11,high-energy,B,highly emotionally positive,8930.0,Latto ,Big Energy,1.0,0.0,121.0,0,294577.0,294577.0
Myron,Lil Uzi Vert ,56uXDJRCuoS7abX3SkzHKQ,224.955,0.654,155.047,0,4,0.573,8,high-medium energy,G#/Ab,emotionally positive,650.0,Lil Uzi Vert ,Myron,195.0,7.0,1.0,(x1),2271346.0,81140683.0
Love Me Like You Do,Ellie Goulding ,3zHq9ouUJQFQRf3cm1rRLu,252.534,0.606,189.857,1,4,0.275,8,high-medium energy,G#/Ab,emotionally negative,651.0,Ellie Goulding ,Love Me Like You Do,347.0,74.0,1.0,(x12),676545.0,81076476.0
This Feeling,The Chainsmokers ,4NBTZtAt1F13VvlSKe6KTl,197.947,0.571,105.049,1,4,0.449,1,high-medium energy,C#/Db,emotionally negative,652.0,The Chainsmokers ,This Feeling,251.0,0.0,21.0,0,820199.0,80978407.0
Stay,Post Malone ,4H7WNRErSbONkM06blBoGc,204.427,0.48,86.046,1,4,0.35,5,low-medium energy,F,emotionally negative,653.0,Post Malone ,Stay,179.0,15.0,4.0,0,2703178.0,80957121.0
Love On The Brain,Rihanna ,5oO3drDxtziYU2H1X23ZIp,224.0,0.637,172.006,0,3,0.378,4,high-medium energy,E,emotionally negative,654.0,Rihanna ,Love On The Brain,335.0,0.0,35.0,0,543206.0,80925444.0
Really Really,Kevin Gates ,10I3CmmwT0BkOVhduDy53o,232.093,0.666,118.97,1,4,0.278,0,high-medium energy,C,emotionally negative,655.0,Kevin Gates ,Really Really,381.0,0.0,35.0,0,395758.0,80866635.0
F*ck Up Some Commas,Future ,49zD0wr2S3d0lZPib0K4e1,237.4,0.568,139.995,0,4,0.46,11,high-medium energy,B,emotionally negative,656.0,Future ,F*ck Up Some Commas,549.0,0.0,42.0,0,220868.0,80812830.0
KOD,J. Cole ,7yotKA30dwTKNEGomV9ZsI,191.437,0.783,141.882,1,4,0.199,0,high-energy,C,highly emotionally negative,657.0,J. Cole ,KOD,160.0,7.0,1.0,(x2),4233070.0,80773017.0
Natural,Imagine Dragons ,2FY7b99s15jUprqC0M5NCT,189.467,0.611,100.0,1,4,0.22,2,high-medium energy,D,highly emotionally negative,658.0,Imagine Dragons ,Natural,216.0,0.0,21.0,0,690130.0,80538052.0
Body,Megan Thee Stallion ,0A1hoCfMLkiAgvhWkkucJa,171.067,0.732,94.066,0,4,0.469,8,high-medium energy,G#/Ab,emotionally negative,659.0,Megan Thee Stallion ,Body,187.0,1.0,10.0,0,856830.0,80338969.0
Lose Yourself,Eminem ,5Z01UMMf7V1o0MzF86s6WJ,326.467,0.744,171.374,1,4,0.0612,2,high-medium energy,D,highly emotionally negative,660.0,Eminem ,Lose Yourself,554.0,1.0,9.0,0,652490.0,80284666.0
Love Sosa,Chief Keef ,01Lr5YepbgjXAWR9iOEyH1,246.213,0.413,131.965,0,4,0.211,0,low-medium energy,C,highly emotionally negative,661.0,Chief Keef ,Love Sosa,318.0,0.0,41.0,0,395268.0,80223782.0
Rolex,Ayo & Teo ,0pSBuHjILhNEo55xK1zrRt,238.587,0.886,144.946,1,4,0.789,1,high-energy,C#/Db,highly emotionally positive,662.0,Ayo & Teo ,Rolex,271.0,0.0,31.0,0,530153.0,80064354.0
Rubbin Off The Paint,YBN Nahmir ,6V4KHt9xu4TPEnDFoBeacT,159.916,0.751,161.997,1,4,0.56,1,high-energy,C#/Db,emotionally positive,663.0,YBN Nahmir ,Rubbin Off The Paint,263.0,0.0,47.0,0,480042.0,79621979.0
Midnight Rain,Taylor Swift ,3rWDp9tBPQR9z6U5YyRSK4,174.783,0.363,139.865,1,4,0.23,0,low-medium energy,C,highly emotionally negative,664.0,Taylor Swift ,Midnight Rain,68.0,30.0,3.0,(x14),5987889.0,79514355.0
First Day Out,Tee Grizzley ,3muBQDekYAg7jm6hDu6R0Z,254.694,0.711,98.008,1,4,0.381,1,high-medium energy,C#/Db,emotionally negative,665.0,Tee Grizzley ,First Day Out,336.0,0.0,67.0,0,325093.0,79440420.0
Hide Away,Daya ,7fPyCCiXVwbzPQ1MtoUChl,191.368,0.826,94.997,0,4,0.465,11,high-energy,B,emotionally negative,666.0,Daya ,Hide Away,305.0,0.0,14.0,0,490562.0,79375110.0
Neverita,Bad Bunny ,31i56LZnwE6uSu3exoHjtB,173.119,0.498,122.016,1,4,0.428,10,low-medium energy,A#/Bb,emotionally negative,667.0,Bad Bunny ,Neverita,213.0,0.0,13.0,0,1399198.0,79303751.0
Sum 2 Prove,Lil Baby ,5f4Hy5mw5SRaUgXX9c6P5S,205.76,0.552,124.011,0,4,0.408,4,high-medium energy,E,emotionally negative,668.0,Lil Baby ,Sum 2 Prove,225.0,0.0,16.0,0,851468.0,79172412.0
Hello,Pop Smoke ,2r6OAV3WsYtXuXjvJ1lIDi,190.534,0.647,130.97,0,4,0.367,10,high-medium energy,A#/Bb,emotionally negative,669.0,Pop Smoke ,Hello,257.0,0.0,29.0,0,499091.0,79167125.0
Moves,Big Sean ,0Fv5N0cHBsl4bzCbollCAS,142.907,0.522,75.524,1,4,0.38,2,high-medium energy,D,emotionally negative,670.0,Big Sean ,Moves,243.0,5.0,8.0,0,887512.0,79110320.0
Dandelions,Ruth B. ,2eAvDnpXP5W0cVtiI0PUxV,233.72,0.692,116.959,1,3,0.454,1,high-medium energy,C#/Db,emotionally negative,671.0,Ruth B. ,Dandelions,290.0,0.0,66.0,0,339445.0,79089363.0
Splashin,Rich The Kid ,3KLo7ByvjCNyBrfz5DZ2mO,177.864,0.382,100.017,1,4,0.379,10,low-medium energy,A#/Bb,emotionally negative,672.0,Rich The Kid ,Splashin,183.0,0.0,21.0,0,674282.0,79057026.0
Break My Heart,Dua Lipa ,017PF4Q3l4DBUiWoXk4OWT,221.82,0.729,113.011,0,4,0.467,4,high-medium energy,E,emotionally negative,673.0,Dua Lipa ,Break My Heart,190.0,1.0,7.0,0,971615.0,78970082.0
Beer Never Broke My Heart,Luke Combs ,7aEtlGHoiPAfRB084NiDmx,186.733,0.863,77.001,1,4,0.637,1,high-energy,C#/Db,emotionally positive,674.0,Luke Combs ,Beer Never Broke My Heart,296.0,0.0,32.0,0,569096.0,78948456.0
Surface Pressure,Jessica Darrow ,760jhRscwGbIIe1m1IIQpU,202.227,0.584,180.088,1,4,0.37,2,high-medium energy,D,emotionally negative,675.0,Jessica Darrow ,Surface Pressure,136.0,60.0,3.0,(x1),1003606.0,78691499.0
Arms Around You,XXXTENTACION ,2LskIZrCeLxRvCiGP8gxlh,198.903,0.723,104.969,0,4,0.288,9,high-medium energy,A,emotionally negative,676.0,XXXTENTACION ,Arms Around You,154.0,12.0,2.0,(x1),1592205.0,78640068.0
Runnin,21 Savage ,5SWnsxjhdcEDc7LJjq9UHk,195.906,0.626,143.01,0,4,0.415,10,high-medium energy,A#/Bb,emotionally negative,677.0,21 Savage ,Runnin,203.0,10.0,1.0,(x1),2166325.0,78639389.0
Praying,Kesha ,0jdny0dhgjUwoIp5GkqEaA,230.267,0.39,73.415,1,4,0.303,10,low-medium energy,A#/Bb,emotionally negative,678.0,Kesha ,Praying,236.0,0.0,15.0,0,711322.0,78594034.0
Paranoid,Post Malone ,3fpVWegR6YOS1Yk5HSMYIq,221.787,0.536,159.914,1,4,0.253,0,high-medium energy,C,emotionally negative,679.0,Post Malone ,Paranoid,137.0,25.0,1.0,(x1),3694438.0,78582762.0
Praise God,Kanye West ,0WSEq9Ko4kFPt8yo3ICd6T,226.653,0.545,118.029,1,4,0.212,1,high-medium energy,C#/Db,highly emotionally negative,680.0,Kanye West ,Praise God,213.0,5.0,6.0,0,2438681.0,78568531.0
Neighbors,J. Cole ,0utlOiJy2weVl9WTkcEWHy,216.52,0.283,138.97,0,4,0.469,6,low-medium energy,F#/Gb,emotionally negative,681.0,J. Cole ,Neighbors,294.0,8.0,3.0,(x2),1898670.0,77926846.0
I Hope,Gabby Barrett ,23T0OX7QOiIUFShSzbJ5Uo,210.773,0.536,75.998,1,4,0.377,6,high-medium energy,F#/Gb,emotionally negative,682.0,Gabby Barrett ,I Hope,313.0,0.0,69.0,0,346938.0,77883408.0
Centuries,Fall Out Boy ,04aAxqtGp5pv12UXAg4pkq,228.36,0.858,176.042,0,4,0.56,4,high-energy,E,emotionally positive,683.0,Fall Out Boy ,Centuries,497.0,4.0,9.0,0,329550.0,77847863.0
MAMIII,Becky G ,7FlQk2gJ6TBrHHiidvdR2O,226.093,0.703,94.048,0,4,0.902,4,high-medium energy,E,highly emotionally positive,684.0,Becky G ,MAMIII,216.0,1.0,9.0,0,678178.0,77685438.0
Stuck with U,Ariana Grande ,4HBZA5flZLE435QTztThqH,228.482,0.45,178.765,1,3,0.537,8,low-medium energy,G#/Ab,emotionally positive,685.0,Ariana Grande ,Stuck with U,196.0,10.0,1.0,(x2),2365819.0,77527054.0
Cheerleader (Felix Jaehn Remix),OMI ,023OVLNzXhX0j7CxswUt6D,180.56,0.68,118.026,1,4,0.594,4,high-medium energy,E,emotionally positive,686.0,OMI ,Cheerleader (Felix Jaehn Remix),268.0,80.0,2.0,(x15),728553.0,77317485.0
Playinwitme,KYLE ,4F1yvJfQ7gJkrcgFJQDjOr,191.68,0.584,156.572,0,4,0.676,1,high-medium energy,C#/Db,emotionally positive,687.0,KYLE ,Playinwitme,186.0,0.0,21.0,0,753908.0,76991101.0
All Mine,Kanye West ,3U21A07gAloCc4P7J8rxcn,145.507,0.31,121.927,0,4,0.291,11,low-medium energy,B,emotionally negative,688.0,Kanye West ,All Mine,137.0,17.0,1.0,(x4),2757615.0,76972755.0
Beautiful Mistakes,Maroon 5 ,5zFglKYiknIxks8geR8rcL,227.395,0.676,99.048,1,4,0.721,10,high-medium energy,A#/Bb,emotionally positive,689.0,Maroon 5 ,Beautiful Mistakes,190.0,0.0,27.0,0,619022.0,76939291.0
Sauce It Up,Lil Uzi Vert ,1uL78kFWxhz3umTMWJu8n5,207.039,0.528,79.532,0,4,0.131,6,high-medium energy,F#/Gb,highly emotionally negative,690.0,Lil Uzi Vert ,Sauce It Up,238.0,1.0,6.0,0,1051878.0,76926735.0
How Far I'll Go,Alessia Cara ,1ehPJRt49h6N0LoryqKZXq,175.507,0.54,180.994,1,4,0.148,9,high-medium energy,A,highly emotionally negative,691.0,Alessia Cara ,How Far I'll Go,250.0,0.0,18.0,0,557999.0,76752001.0
Still Here,Drake ,433P7tDcIAi6NLnf4Sh6tI,189.853,0.433,133.938,1,3,0.229,0,low-medium energy,C,highly emotionally negative,692.0,Drake ,Still Here,279.0,0.0,15.0,0,642304.0,76042372.0
Thot Shit,Megan Thee Stallion ,5zNW5ARjYhJQJz1AChP33n,184.635,0.693,130.02,1,4,0.891,9,high-medium energy,A,highly emotionally positive,693.0,Megan Thee Stallion ,Thot Shit,155.0,2.0,10.0,0,903858.0,75741224.0
P2,Lil Uzi Vert ,3kW4z2pIj5VY5fLjBrMRL5,234.627,0.72,155.086,0,4,0.49,11,high-medium energy,B,emotionally negative,694.0,Lil Uzi Vert ,P2,148.0,14.0,2.0,(x3),1922227.0,75685447.0
No Type,Rae Sremmurd ,4scpF6J5uMBvoh6sFB7EL1,200.08,0.486,125.01,1,4,0.239,6,low-medium energy,F#/Gb,highly emotionally negative,695.0,Rae Sremmurd ,No Type,522.0,0.0,11.0,0,330170.0,75658607.0
Want to Want Me,Jason Derulo ,7oGZAicScQt96OAW4AruYy,207.719,0.68,114.025,0,4,0.656,0,high-medium energy,C,emotionally positive,696.0,Jason Derulo ,Want to Want Me,347.0,73.0,4.0,0,554586.0,75507123.0
Goosebumps  Remix,Travis Scott ,5uEYRdEIh9Bo4fpjDd4Na9,162.803,0.593,124.917,1,4,0.808,1,high-medium energy,C#/Db,highly emotionally positive,697.0,Travis Scott ,Goosebumps  Remix,217.0,0.0,32.0,0,498270.0,75462580.0
I'm Good (Blue),David Guetta ,4uUG5RXrOk84mYEfFvj3cK,175.238,0.965,128.04,0,4,0.304,7,high-energy,G,emotionally negative,698.0,David Guetta ,I'm Good (Blue),124.0,32.0,8.0,0,846229.0,75294822.0
Girls Want Girls,Drake ,37Nqx7iavZpotJSDXZWbJ3,221.98,0.438,86.975,0,4,0.381,7,low-medium energy,G,emotionally negative,699.0,Drake ,Girls Want Girls,136.0,14.0,1.0,(x2),6146233.0,75092582.0
Swalla,Jason Derulo ,6kex4EBAj0WHXDKZMEJaaF,216.409,0.817,98.064,1,4,0.782,1,high-energy,C#/Db,highly emotionally positive,700.0,Jason Derulo ,Swalla,209.0,0.0,32.0,0,574089.0,75063678.0
Santa Baby,Eartha Kitt ,1vZKP9XURuqMp1SpXGnoyb,206.507,0.103,84.475,0,4,0.468,5,low energy,F,emotionally negative,701.0,Eartha Kitt ,Santa Baby,189.0,0.0,22.0,0,1712483.0,75057398.0
Santa Baby,Eartha Kitt ,1vZKP9XURuqMp1SpXGnoyb,206.507,0.103,84.475,0,4,0.468,5,low energy,F,emotionally negative,6401.0,Eartha Kitt ,Santa Baby,7.0,0.0,50.0,0,236603.0,1090694.0
Wild Things,Alessia Cara ,0bmm9xZUJQDR1tBhWtIXVM,188.493,0.626,108.029,0,4,0.706,1,high-medium energy,C#/Db,emotionally positive,702.0,Alessia Cara ,Wild Things,230.0,0.0,20.0,0,524887.0,75034774.0
Close,Nick Jonas ,3lSDIJ2abCrOdDJ6pshUap,234.213,0.623,123.996,0,4,0.401,6,high-medium energy,F#/Gb,emotionally negative,703.0,Nick Jonas ,Close,182.0,0.0,13.0,0,658150.0,75001886.0
Tarot,Bad Bunny ,41oY4WCTj5kccfesTVFnvN,237.895,0.684,114.011,0,4,0.419,11,high-medium energy,B,emotionally negative,704.0,Bad Bunny ,Tarot,172.0,2.0,10.0,0,1639773.0,74979912.0
All We Know,The Chainsmokers ,2rizacJSyD9S1IQUxUxnsK,194.08,0.586,90.0,1,4,0.296,0,high-medium energy,C,emotionally negative,705.0,The Chainsmokers ,All We Know,178.0,35.0,7.0,0,837948.0,74922652.0
Big Rings,Drake ,7jslhIiELQkgW9IHeYNOWE,217.707,0.675,131.984,0,4,0.27,8,high-medium energy,G#/Ab,emotionally negative,706.0,Drake ,Big Rings,305.0,0.0,13.0,0,406675.0,74818115.0
Both,Gucci Mane ,5tFep7dXGd7vEJ668wTPux,190.312,0.405,139.976,0,4,0.344,7,low-medium energy,G,emotionally negative,707.0,Gucci Mane ,Both,282.0,0.0,35.0,0,473873.0,74752496.0
Both,Gucci Mane ,5tFep7dXGd7vEJ668wTPux,190.312,0.405,139.976,0,4,0.344,7,low-medium energy,G,emotionally negative,2582.0,Gucci Mane ,Both,57.0,0.0,103.0,0,276863.0,12564694.0
Die A Happy Man,Thomas Rhett ,5kNe7PE09d6Kvw5pAsx23n,227.427,0.389,166.052,1,4,0.4,2,low-medium energy,D,emotionally negative,708.0,Thomas Rhett ,Die A Happy Man,425.0,0.0,34.0,0,293571.0,74721719.0
m y . l i f e,J. Cole ,1D3z6HTiQsNmZxjl7F7eoG,218.802,0.587,140.021,0,4,0.0753,7,high-medium energy,G,highly emotionally negative,709.0,J. Cole ,m y . l i f e,173.0,7.0,1.0,(x1),4075637.0,74605156.0
Legend,Drake ,1ID1QFSNNxi0hiZCNcwjUC,241.853,0.563,100.091,1,4,0.31,1,high-medium energy,C#/Db,emotionally negative,710.0,Drake ,Legend,439.0,13.0,4.0,0,546994.0,74560528.0
New Patek,Lil Uzi Vert ,0Fpen1PTuEnCmOJtUU9Iud,343.099,0.785,145.063,0,4,0.718,8,high-energy,G#/Ab,emotionally positive,711.0,Lil Uzi Vert ,New Patek,161.0,10.0,1.0,(x1),1812305.0,74465767.0
GDFR,Flo Rida ,26rdOwwjC2UnweK3xeS58u,190.186,0.827,145.889,1,4,0.69,5,high-energy,F,emotionally positive,712.0,Flo Rida ,GDFR,338.0,77.0,4.0,0,464052.0,74323833.0
